ID;N_VICTIMAS;FECHA;AAAA;MES;DIA;HORA;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;pos x;pos y;Rango Horario;Tipo de Incidente;PARTICIPANTES;VICTIMA;ACUSADO;ROL_VICTIMA;SEXO_VICTIMA;EDAD_VICTIMA;FECHA_FALLECIMIENTO;Semestre;DiaDeLaSemana;COMUNA;Rango Horario Asignado
"2016-0169";1;2016-12-15 00:00:00,000;2016;"12";15;1899-12-30 15:30:00,000;"NUÑEZ Y AV RICARDO BALBIN";"AVENIDA";"NU?EZ";"-58.47935434";"-34.55676497";"Tarde";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"24";"2016-12-16 00:00:00";"Segundo Semestre";"jueves";12;"14:00 - 16:00"
"2016-0172";1;2016-12-26 00:00:00,000;2016;"12";26;1899-12-30 08:00:00,000;"AV GARAY Y CASTRO";"AVENIDA";"GARAY, JUAN DE AV.";"-58.41918902";"-34.63174259";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"38";"2016-12-26 00:00:00";"Segundo Semestre";"lunes";5;"8:00 - 10:00"
"2016-0173";1;2016-12-26 00:00:00,000;2016;"12";26;1899-12-30 19:52:00,000;"AV DIRECTORIO Y AV SAN PEDRITO";"AVENIDA";"DIRECTORIO AV.";"-58.46749188";"-34.63551751";"Noche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"35";"SD";"Segundo Semestre";"lunes";7;"18:00 - 20:00"
"2016-0176";1;2016-12-28 00:00:00,000;2016;"12";28;1899-12-30 01:41:00,000;"AV BELGRANO Y AV PASEO COLON";"AVENIDA";"BELGRANO AV.";"-58.36956186";"-34.61232875";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"28";"SD";"Segundo Semestre";"miércoles";1;"0:00 - 2:00"
"2017-0001";1;2017-01-02 00:00:00,000;2017;"1";2;1899-12-30 01:00:00,000;"AV. JUAN B JUSTO Y ACHUPALLAS";"AVENIDA";"JUSTO, JUAN B. AV.";"-58.46594230";"-34.61028571";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"18";"2017-01-02 00:00:00";"Primer Semestre";"lunes";11;"0:00 - 2:00"
"2017-0008";1;2017-01-16 00:00:00,000;2017;"1";16;1899-12-30 00:40:00,000;"JOSE A CABRERA Y BONPLAND";"CALLE";"CABRERA, JOSE A.";"-58.43917004";"-34.58494351";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"29";"2017-01-16 00:00:00";"Primer Semestre";"lunes";14;"0:00 - 2:00"
"2017-0009";1;2017-01-16 00:00:00,000;2017;"1";16;1899-12-30 13:56:00,000;"AU 25 DE MAYO Y AV. BOEDO";"AUTOPISTA";"AUTOPISTA 25 DE MAYO";"-58.41595919";"-34.62743346";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"36";"2017-01-16 00:00:00";"Primer Semestre";"lunes";5;"12:00 - 14:00"
"2017-0012";1;2017-01-24 00:00:00,000;2017;"1";24;1899-12-30 14:00:00,000;"TRAFUL Y DIOGENES TABORDA";"CALLE";"TRAFUL";"-58.40969005";"-34.65055290";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"30";"2017-01-24 00:00:00";"Primer Semestre";"martes";4;"14:00 - 16:00"
"2017-0016";1;2017-02-03 00:00:00,000;2017;"2";3;1899-12-30 05:12:21,000;"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.";"AUTOPISTA";"AUTOPISTA 25 DE MAYO";"-58.38099494";"-34.62288231";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"27";"2017-02-04 00:00:00";"Primer Semestre";"viernes";1;"4:00 - 6:00"
"2017-0021";1;2017-02-18 00:00:00,000;2017;"2";18;1899-12-30 05:30:00,000;"SARMIENTO Y LIBERTAD";"CALLE";"SARMIENTO";"-58.38362373";"-34.60509972";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"43";"2017-02-18 00:00:00";"Primer Semestre";"sábado";1;"4:00 - 6:00"
"2017-0025";1;2017-02-24 00:00:00,000;2017;"2";24;1899-12-30 17:05:00,000;"AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE";"AVENIDA";"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";"-58.43614426";"-34.65424640";"Tarde";"Homicidio";"MOTO-SD";"MOTO";"SD";"CONDUCTOR";"MASCULINO";"23";"2017-02-24 00:00:00";"Primer Semestre";"viernes";7;"16:00 - 18:00"
"2017-0037";1;2017-03-31 00:00:00,000;2017;"3";31;1899-12-30 03:00:00,000;"AV. INDEPENDENCIA Y VIRREY CEVALLOS";"AVENIDA";"INDEPENDENCIA AV.";"-58.38896772";"-34.61799615";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"41";"2017-03-31 00:00:00";"Primer Semestre";"viernes";1;"2:00 - 4:00"
"2017-0042";1;2017-04-10 00:00:00,000;2017;"4";10;1899-12-30 09:00:00,000;"AV. LEOPOLDO LUGONES PKM 6900";"GRAL PAZ";"LUGONES, LEOPOLDO AV.";".";".";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"SD";"2017-04-10 00:00:00";"Primer Semestre";"lunes";14;"8:00 - 10:00"
"2017-0045";1;2017-04-14 00:00:00,000;2017;"4";14;1899-12-30 06:15:00,000;"NOGOYA 5940";"CALLE";"NOGOYA";"-58.52449285";"-34.62454175";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"21";"2017-04-14 00:00:00";"Primer Semestre";"viernes";10;"6:00 - 8:00"
"2017-0053";1;2017-05-05 00:00:00,000;2017;"5";5;1899-12-30 20:16:22,000;"VIEYTES Y VILLARINO";"CALLE";"VIEYTES";"-58.37547846";"-34.65326075";"Noche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"28";"2017-05-05 00:00:00";"Primer Semestre";"viernes";4;"20:00 - 22:00"
"2017-0062";1;2017-05-15 00:00:00,000;2017;"5";15;1899-12-30 16:00:00,000;"AV. JUAN B JUSTO Y SAN BLAS";"AVENIDA";"JUSTO, JUAN B. AV.";"-58.51262106";"-34.63395999";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"35";"2017-05-15 00:00:00";"Primer Semestre";"lunes";10;"16:00 - 18:00"
"2017-0067";1;2017-05-23 00:00:00,000;2017;"5";23;1899-12-30 02:45:00,000;"AV. DIRECTORIO Y AV. JOSE MARIA MORENO";"AVENIDA";"DIRECTORIO AV.";"-58.43381970";"-34.62801894";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"21";"2017-05-23 00:00:00";"Primer Semestre";"martes";6;"2:00 - 4:00"
"2017-0068";1;2017-05-27 00:00:00,000;2017;"5";27;1899-12-30 19:50:00,000;"AV. TTE. FRANCISCO RABANAL 2950";"AVENIDA";"RABANAL, FRANCISCO, INTENDENTE AV.";"-58.43580656";"-34.66437532";"Noche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"32";"2017-05-27 00:00:00";"Primer Semestre";"sábado";8;"18:00 - 20:00"
"2017-0069";1;2017-05-24 00:00:00,000;2017;"5";24;1899-12-30 14:15:00,000;"AV. GRAL. PAZ Y ULRICO SCHMIDL";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.52173071";"-34.65997463";"Tarde";"Homicidio";"MOTO-SD";"MOTO";"SD";"CONDUCTOR";"MASCULINO";"39";"2017-05-29 00:00:00";"Primer Semestre";"miércoles";9;"14:00 - 16:00"
"2017-0079";1;2017-06-19 00:00:00,000;2017;"6";19;1899-12-30 16:26:00,000;"MEXICO Y DEAN FUNES";"CALLE";"MEXICO";"-58.40657493";"-34.61781124";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"33";"2017-06-19 00:00:00";"Primer Semestre";"lunes";3;"16:00 - 18:00"
"2017-0083";1;2017-07-04 00:00:00,000;2017;"7";4;1899-12-30 00:25:00,000;"AV. JUAN B ALBERDI Y GUARDIA NACIONAL";"AVENIDA";"ALBERDI, JUAN BAUTISTA AV.";"-58.49603546";"-34.64564271";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"37";"2017-07-04 00:00:00";"Segundo Semestre";"martes";9;"0:00 - 2:00"
"2017-0091";1;2017-07-15 00:00:00,000;2017;"7";15;1899-12-30 13:00:00,000;"SUPERI Y AV. GRAL. PAZ";"GRAL PAZ";"SUPERI";"-58.48671535";"-34.54321216";"Tarde";"Homicidio";"MOTO-SD";"MOTO";"SD";"CONDUCTOR";"MASCULINO";"58";"2017-07-15 00:00:00";"Segundo Semestre";"sábado";12;"12:00 - 14:00"
"2017-0107";1;2017-09-01 00:00:00,000;2017;"9";1;1899-12-30 11:30:00,000;"AV. DEL LIBERTADOR Y JARAMILLO";"AVENIDA";"DEL LIBERTADOR AV.";"-58.46062311";"-34.54395182";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"41";"2017-09-01 00:00:00";"Segundo Semestre";"viernes";13;"10:00 - 12:00"
"2017-0115";1;2017-09-19 00:00:00,000;2017;"9";19;1899-12-30 18:52:33,000;"AV. PAVON Y TREINTA Y TRES ORIENTALES";"AVENIDA";"PAVON AV.";"-58.42182126";"-34.63089661";"Noche";"Homicidio";"MOTO-BICICLETA";"MOTO";"BICICLETA";"CONDUCTOR";"MASCULINO";"34";"SD";"Segundo Semestre";"martes";5;"18:00 - 20:00"
"2017-0116";1;2017-09-20 00:00:00,000;2017;"9";20;1899-12-30 22:24:00,000;"COLECTORA AV. GRAL. PAZ 5750";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.51389422";"-34.58075791";"Noche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"22";"2017-09-20 00:00:00";"Segundo Semestre";"miércoles";12;"22:00 - 0:00"
"2017-0120";1;2017-10-02 00:00:00,000;2017;"10";2;1899-12-30 15:55:33,000;"AU DELLEPIANE Y AV. ESCALADA";"AUTOPISTA";"AUTOPISTA DELLEPIANE LUIS TTE. GRAL.";"-58.47297505";"-34.66245085";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"20";"2017-10-02 00:00:00";"Segundo Semestre";"lunes";9;"14:00 - 16:00"
"2017-0124";1;2017-10-12 00:00:00,000;2017;"10";12;1899-12-30 14:40:28,000;"JUAN RAMIREZ DE VELAZCO 1211";"CALLE";"RAMIREZ DE VELASCO, JUAN";"-58.44254033";"-34.59185043";"Tarde";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"51";"2017-10-12 00:00:00";"Segundo Semestre";"jueves";15;"14:00 - 16:00"
"2017-0125";1;2017-10-13 00:00:00,000;2017;"10";13;1899-12-30 06:12:20,000;"AV. FERNANDEZ DE LA CRUZ Y LARRAYA";"AVENIDA";"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";"-58.46622247";"-34.67926929";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"29";"2017-10-13 00:00:00";"Segundo Semestre";"viernes";8;"6:00 - 8:00"
"2017-0129";1;2017-10-26 00:00:00,000;2017;"10";26;1899-12-30 19:15:15,000;"AU PERITO MORENO Y AU 25 DE MAYO";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.47155277";"-34.64925746";"Noche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"57";"2017-10-26 00:00:00";"Segundo Semestre";"jueves";9;"18:00 - 20:00"
"2017-0132";1;2017-10-30 00:00:00,000;2017;"10";30;1899-12-30 14:00:00,000;"COSQUIN Y AV. CNEL. ROCA";"AVENIDA";"COSQUIN";"-58.46552171";"-34.69374130";"Tarde";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"23";"2017-10-30 00:00:00";"Segundo Semestre";"lunes";8;"14:00 - 16:00"
"2017-0135";1;2017-11-07 00:00:00,000;2017;"11";7;1899-12-30 12:14:10,000;"AV. WARNES Y PUNTA ARENAS";"AVENIDA";"WARNES AV.";"-58.47032551";"-34.59626814";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"24";"2017-11-07 00:00:00";"Segundo Semestre";"martes";15;"12:00 - 14:00"
"2017-0140";1;2017-11-19 00:00:00,000;2017;"11";19;1899-12-30 23:22:17,000;"AU ARTURO FRONDIZI PKM 3100";"AUTOPISTA";"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI";".";".";"Noche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"24";"2017-11-19 00:00:00";"Segundo Semestre";"domingo";4;"22:00 - 0:00"
"2018-0004";1;2018-01-09 00:00:00,000;2018;"1";9;1899-12-30 09:40:00,000;"Del Libertador Av. y Manzanares";"AVENIDA";"DEL LIBERTADOR AV.";"-58.46129513";"-34.54332766";"Mañana";"Homicidio";"MULTIPLE";"MOTO";"MULTIPLE";"CONDUCTOR";"MASCULINO";"39";"2018-01-09 00:00:00";"Primer Semestre";"martes";13;"8:00 - 10:00"
"2018-0009";1;2018-01-14 00:00:00,000;2018;"1";14;1899-12-30 02:00:00,000;"Pilcomayo y Brown, Alte. Av.";"AVENIDA";"PILCOMAYO";"-58.36737389";"-34.62763661";"Trasnoche";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"19";"2018-01-14 00:00:00";"Primer Semestre";"domingo";4;"2:00 - 4:00"
"2018-0010";1;2018-01-18 00:00:00,000;2018;"1";18;1899-12-30 05:10:00,000;"Cervantes y Belaustegui, Luis, Dr.";"CALLE";"CERVANTES";"-58.49807953";"-34.63038658";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"40";"2018-01-18 00:00:00";"Primer Semestre";"jueves";10;"4:00 - 6:00"
"2018-0012";1;2018-01-26 00:00:00,000;2018;"1";26;1899-12-30 13:30:00,000;"Oliden y Chilavert, Martiniano, Coronel";"CALLE";"OLIDEN";"-58.46912006";"-34.68049201";"Tarde";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"20";"2018-01-26 00:00:00";"Primer Semestre";"viernes";8;"12:00 - 14:00"
"2018-0016";1;2018-02-15 00:00:00,000;2018;"2";15;1899-12-30 10:15:00,000;"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.";"AVENIDA";"DEL LIBERTADOR AV.";"-58.37533517";"-34.59276462";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"31";"2018-02-15 00:00:00";"Primer Semestre";"jueves";1;"10:00 - 12:00"
"2018-0018";1;2018-02-17 00:00:00,000;2018;"2";17;1899-12-30 07:15:00,000;"Isabel La Catolica y Salvadores, Cnel.";"CALLE";"ISABEL LA CATOLICA";"-58.37207554";"-34.64543658";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"26";"2018-02-17 00:00:00";"Primer Semestre";"sábado";4;"6:00 - 8:00"
"2018-0020";1;2018-02-19 00:00:00,000;2018;"2";19;1899-12-30 22:00:00,000;"Fernandez de la Cruz Subida AU Héctor J. Cámpora";"AUTOPISTA";"AUTOPISTA PRESIDENTE HECTOR J. CAMPORA";"-58.45012957";"-34.66518343";"Noche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"26";"2018-02-19 00:00:00";"Primer Semestre";"lunes";8;"22:00 - 0:00"
"2018-0022";1;2018-02-24 00:00:00,000;2018;"2";24;1899-12-30 00:00:00,000;"Montes De Oca, Manuel y Olavarria";"AVENIDA";"MONTES DE OCA, MANUEL AV.";"-58.37441153";"-34.63966783";"Trasnoche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"28";"2018-02-24 00:00:00";"Primer Semestre";"sábado";4;"0:00 - 2:00"
"2018-0030";1;2018-03-20 00:00:00,000;2018;"3";20;1899-12-30 01:30:00,000;"Plaza y Alvarez Thomas Av.";"AVENIDA";"PLAZA";"-58.46720441";"-34.57905579";"Trasnoche";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"24";"2018-03-20 00:00:00";"Primer Semestre";"martes";15;"0:00 - 2:00"
